longitude,latitude
-118.14,34.02
-120.04,39.24
-119.85,36.76
-118.61,34.22
-117.59,34.09
-117.2,32.86
-121.92,37.68
-122.64,41.74
-118.35,33.99
-116.54,33.81
-122.04,37.94
-118.43,34.23
-121.46,38.51
-121.34,38.61
-118.1,33.96
-122.48,37.78
-122.92,41.7
-122.29,37.88
-118.43,33.86
-121.87,36.61
-117.34,33.15
-118.04,33.88
-118.93,34.4
-116.33,33.75
-122.48,37.78
-118.43,34.29
-117.03,32.71
-118.37,34.18
-118.12,33.88
-121.58,39.5
-120.59,35.11
-122.07,38.27
-118.36,33.82
-122.23,37.77
-118.65,34.18
-118.19,34.03
-118.31,34.07
-117.22,32.74
-118.14,34.11
-121.62,38.96
-122.31,37.54
-117.88,33.73
-117.92,33.83
-117.03,32.78
-122.19,37.77
-118.43,34.09
-117.2,34.52
-122.32,37.54
-122.24,37.8
-121.91,37.34
-117.58,33.65
-118.14,34.71
-118.22,34.08
-121.3,38.0
-118.35,33.88
-118.56,34.21
-120.33,34.87
-117.2,33.7
-118.02,33.62
-121.76,37.0
-118.2,33.77
-117.95,34.09
-118.18,33.99
-117.27,33.06
-118.24,33.9
-118.37,33.94
-117.31,33.18
-122.66,38.81
-117.23,33.57
-116.52,33.85
-118.21,33.96
-122.31,37.56
-118.4,33.9
-123.91,41.68
-118.34,33.98
-121.84,36.25
-118.21,34.11
-117.8,33.68
-117.41,33.96
-121.46,38.54
-117.89,33.72
-122.44,37.8
-121.97,37.79
-122.42,37.77
-116.98,33.94
-121.88,37.66
-119.05,35.34
-121.99,38.27
-118.56,34.19
-118.45,34.17
-118.9,34.2
-124.11,40.93
-122.04,37.3
-120.92,40.02
-122.19,37.42
-119.06,36.15
-121.79,37.34
-118.13,33.79
-119.01,35.38
-117.4,33.94
-119.56,36.51
-122.45,37.77
-118.09,33.89
-123.82,40.12
-118.19,34.05
-117.02,36.4
-122.42,37.8
-120.93,37.74
-121.24,37.79
-117.64,33.63
-117.03,32.72
-124.14,40.57
-122.54,38.0
-117.64,34.05
-118.19,34.14
-119.71,34.42
-122.42,37.78
-117.88,33.74
-117.29,33.12
-122.46,38.29
-118.26,34.08
-120.74,39.82
-121.95,36.59
-118.06,33.8
-117.19,34.07
-122.34,37.95
-116.52,32.9
-117.13,32.81
-117.34,34.08
-122.43,37.79
-119.14,34.23
-122.49,37.6
-122.01,37.29
-119.72,34.42
-117.63,34.06
-117.19,32.79
-122.11,37.31
-122.4,37.76
-122.16,37.7
-117.18,32.75
-122.31,37.56
-118.08,34.01
-122.25,37.8
-118.29,33.74
-117.93,33.75
-122.01,37.34
-122.06,37.36
-122.07,37.68
-117.25,32.86
-118.32,34.17
-117.9,33.91
-122.5,37.74
-118.19,34.04
-117.37,34.13
-121.27,38.14
-122.46,37.71
-118.06,33.99
-119.71,34.43
-122.68,38.01
-122.35,40.56
-122.25,38.16
-120.45,39.8
-122.27,37.97
-121.82,37.33
-118.16,34.09
-118.19,33.95
-118.06,33.98
-116.76,32.84
-122.03,37.39
-117.01,33.04
-122.44,37.78
-118.35,33.88
-118.14,34.06
-118.12,34.11
-121.35,38.7
-117.62,34.13
-120.43,34.88
-117.11,32.91
-117.97,34.09
-121.99,37.36
-121.28,38.6
-121.75,38.67
-118.43,33.99
-122.65,38.99
-116.53,33.95
-119.76,36.8
-121.02,39.25
-121.3,38.65
-116.29,34.18
-117.02,34.9
-119.55,36.6
-117.24,33.36
-122.61,38.24
-120.43,37.35
-122.5,37.59
-118.9,34.41
-118.31,34.11
-118.04,34.09
-117.93,33.76
-117.87,34.02
-117.21,32.86
-120.47,34.66
-117.99,33.97
-117.86,33.83
-116.92,32.84
-121.32,38.57
-121.08,39.21
-117.64,33.48
-119.75,36.75
-122.25,37.81
-117.93,33.95
-121.89,36.59
-117.93,33.85
-122.17,37.78
-118.08,34.0
-117.51,34.14
-120.66,35.29
-118.88,34.22
-121.16,39.18
-122.62,37.97
-117.9,34.05
-118.65,34.27
-117.86,33.8
-119.31,36.34
-118.49,34.26
-121.49,38.61
-121.38,38.68
-117.88,33.83
-117.53,34.02
-118.2,34.05
-117.63,33.47
-118.19,33.91
-121.51,38.69
-121.82,37.23
-117.29,34.14
-117.01,32.8
-117.9,34.12
-122.33,37.53
-121.02,36.94
-118.41,34.26
-118.37,34.21
-120.95,37.09
-117.04,32.69
-121.54,39.51
-120.45,34.64
-117.89,33.73
-122.26,37.46
-118.08,33.87
-117.91,34.09
-121.34,38.03
-122.26,37.9
-120.42,38.42
-122.05,37.93
-117.23,32.74
-118.32,34.05
-118.06,34.1
-118.22,34.66
-122.31,37.93
-117.02,32.7
-119.29,36.3
-116.93,33.06
-122.26,37.56
-118.45,34.27
-121.48,38.57
-121.97,37.52
-121.2,38.69
-118.23,34.21
-117.76,34.05
-119.65,36.35
-117.23,33.91
-120.98,37.65
-120.59,37.59
-121.91,37.24
-118.43,34.03
-116.61,33.04
-118.21,34.04
-118.2,34.14
-117.12,32.71
-119.88,34.43
-119.29,36.55
-117.25,33.7
-121.92,36.54
-118.46,34.29
-119.84,36.84
-124.16,41.02
-119.22,34.27
-117.41,34.1
-118.3,33.78
-121.87,38.02
-118.1,34.08
-118.26,34.16
-118.16,34.14
-120.42,34.96
-120.8,37.61
-123.66,41.3
-117.18,34.04
-118.01,34.1
-118.06,35.68
-116.97,32.8
-122.49,37.75
-118.2,33.84
-118.3,34.05
-120.1,39.33
-119.56,36.7
-118.47,34.32
-121.88,37.32
-120.97,38.42
-118.15,34.16
-119.38,36.3
-119.79,34.43
-118.47,34.02
-118.47,34.3
-117.2,32.8
-122.79,40.75
-118.4,34.04
-122.17,37.76
-119.85,36.77
-122.27,37.48
-118.35,33.89
-121.85,37.26
-118.31,34.26
-117.8,34.06
-122.59,38.43
-119.03,35.3
-122.21,37.77
-122.07,37.58
-122.43,37.75
-120.43,34.69
-121.51,36.86
-122.26,37.86
-118.17,33.84
-117.65,34.09
-118.13,34.44
-121.31,37.9
-118.11,33.91
-118.46,34.05
-119.23,35.79
-118.17,34.18
-119.3,34.29
-118.04,33.86
-122.47,37.78
-122.16,37.75
-122.24,37.43
-118.19,34.03
-117.68,33.55
-118.44,35.75
-122.7,38.31
-118.14,33.79
-121.3,37.85
-118.52,34.24
-116.88,34.25
-118.8,34.21
-120.0,36.7
-117.31,34.03
-117.19,32.82
-122.46,37.74
-117.31,34.43
-121.7,37.94
-122.17,37.73
-122.22,37.37
-117.86,33.79
-117.94,33.83
-118.93,34.36
-119.25,35.75
-122.24,37.8
-117.99,34.18
-117.06,32.68
-117.05,32.68
-121.78,38.0
-118.44,34.07
-118.41,34.03
-121.8,37.35
-117.94,33.77
-117.53,33.97
-117.17,32.69
-117.94,33.65
-118.44,34.28
-117.14,32.93
-118.44,34.25
-121.18,39.26
-122.39,37.72
-120.76,37.58
-119.68,36.81
-122.26,38.0
-119.04,35.36
-119.56,36.53
-122.17,37.77
-117.17,32.82
-119.23,36.45
-120.56,38.09
-122.5,37.88
-117.87,33.77
-122.36,37.94
-121.97,37.23
-120.41,34.87
-118.5,34.03
-121.28,38.68
-122.28,38.29
-121.2,37.8
-122.42,37.74
-118.55,34.2
-122.26,38.15
-115.6,33.2
-122.17,37.72
-117.34,33.98
-118.2,34.11
-118.34,34.03
-119.64,36.32
-118.34,34.05
-117.24,33.21
-118.94,35.4
-117.62,34.07
-118.36,34.17
-118.29,33.92
-119.9,36.94
-118.02,33.95
-118.47,34.1
-121.51,38.53
-118.22,33.99
-118.45,34.15
-118.12,33.97
-118.34,33.9
-118.31,34.18
-118.13,34.1
-122.14,38.07
-122.33,40.6
-119.73,36.62
-116.85,34.26
-122.48,37.79
-118.15,34.13
-121.0,37.64
-118.31,34.06
-122.28,38.22
-117.93,33.9
-122.03,37.56
-117.14,32.92
-118.17,33.94
-119.35,36.42
-117.07,33.15
-119.24,35.67
-117.05,32.8
-121.96,36.97
-117.2,33.72
-121.76,38.25
-122.2,37.75
-118.27,34.06
-119.8,36.74
-121.81,38.45
-118.31,33.9
-118.26,33.91
-118.09,33.94
-122.19,37.8
-117.97,34.09
-118.2,34.05
-118.58,34.2
-118.36,34.09
-122.14,37.72
-122.2,37.81
-117.97,33.83
-117.16,33.06
-117.09,32.76
-118.13,34.07
-121.85,37.41
-122.43,37.78
-118.15,35.06
-118.35,34.07
-118.34,33.86
-121.82,37.31
-119.2,36.3
-117.12,34.46
-118.37,34.02
-121.43,38.56
-117.98,33.79
-121.91,36.97
-122.18,38.07
-118.17,33.77
-115.73,33.36
-121.46,38.58
-117.13,32.71
-117.25,32.96
-121.88,37.32
-120.63,38.73
-119.45,36.16
-123.2,39.23
-120.97,37.61
-121.54,39.6
-121.26,37.96
-121.88,37.24
-122.18,37.76
-120.95,37.6
-122.44,37.75
-122.0,38.37
-117.8,34.05
-118.21,34.03
-121.65,39.16
-121.23,38.12
-116.73,34.52
-121.76,38.66
-118.22,33.81
-120.91,37.74
-121.33,38.7
-121.92,37.48
-117.98,33.81
-117.08,32.69
-118.18,34.11
-118.38,34.08
-119.74,34.45
-118.32,34.04
-121.22,39.11
-118.28,33.99
-121.44,38.43
-122.44,37.78
-118.28,34.11
-122.81,38.46
-116.54,33.82
-122.43,37.73
-121.59,39.78
-118.42,33.96
-122.15,37.46
-118.12,33.9
-118.41,34.05
-122.28,37.89
-121.3,38.67
-118.16,34.7
-117.22,33.21
-121.31,37.94
-117.9,33.99
-118.43,34.23
-122.06,37.95
-117.51,33.88
-119.08,36.22
-117.65,33.45
-117.76,33.98
-118.0,33.89
-119.04,35.96
-122.09,37.98
-118.32,33.82
-119.2,36.3
-117.07,32.75
-118.16,34.07
-122.0,38.35
-121.93,37.27
-122.44,37.77
-117.18,32.81
-121.76,37.33
-118.31,34.16
-117.88,33.74
-121.89,37.23
-118.33,33.87
-122.51,37.78
-121.17,38.68
-122.54,37.72
-123.01,38.48
-117.92,34.05
-118.48,34.21
-118.31,34.06
-117.06,32.6
-118.26,33.77
-122.28,41.38
-118.26,33.82
-117.98,33.87
-118.27,33.8
-119.23,34.28
-118.02,33.65
-117.19,34.1
-121.25,37.76
-121.59,39.79
-122.15,37.73
-122.32,37.57
-117.95,33.82
-118.32,34.2
-120.94,37.58
-118.09,34.03
-122.1,37.9
-121.93,37.29
-117.88,33.71
-121.43,38.61
-118.53,34.44
-122.42,37.76
-118.33,33.93
-122.18,37.78
-119.75,34.43
-121.75,36.77
-117.96,33.86
-122.45,37.63
-117.99,33.94
-120.23,39.56
-120.9,38.2
-121.8,37.35
-117.31,34.11
-118.29,33.91
-121.98,36.97
-120.6,37.34
-122.04,36.98
-124.09,40.88
-118.07,33.89
-117.18,34.07
-122.07,37.7
-118.04,33.72
-124.1,40.95
-122.29,38.31
-123.21,39.13
-118.33,34.01
-117.04,34.89
-121.48,38.55
-117.82,33.77
-118.5,34.27
-118.04,34.09
-117.05,32.69
-117.7,33.47
-121.33,38.66
-118.23,33.89
-118.18,33.83
-120.71,38.73
-117.93,34.09
-120.97,37.68
-119.72,34.41
-117.35,34.2
-117.23,33.24
-117.92,33.82
-120.99,38.69
-117.88,33.63
-117.39,34.13
-118.01,33.89
-117.73,34.04
-117.31,34.13
-119.71,34.42
-117.18,32.76
-122.04,37.55
-117.88,34.1
-121.42,38.53
-121.3,37.96
-117.18,33.78
-122.33,37.95
-117.95,33.74
-122.14,37.43
-120.26,39.32
-122.33,37.92
-117.09,32.9
-121.01,37.37
-122.74,38.83
-119.82,34.44
-121.6,39.77
-118.51,34.23
-118.21,33.89
-118.24,33.89
-119.34,36.23
-117.97,33.93
-122.17,37.74
-118.12,33.9
-121.54,39.12
-121.32,38.56
-122.36,40.66
-122.03,37.55
-117.62,34.44
-122.64,38.71
-117.2,33.2
-118.21,33.94
-117.62,34.07
-122.03,37.29
-118.5,34.19
-121.92,37.28
-121.3,38.7
-122.69,38.46
-118.54,34.21
-116.89,33.92
-117.25,34.04
-118.13,34.16
-122.46,37.78
-119.69,36.75
-122.39,37.78
-122.58,37.98
-117.95,33.8
-117.17,32.77
-119.65,36.35
-117.98,33.65
-118.24,34.02
-122.11,37.41
-118.34,33.89
-121.36,38.42
-117.82,33.73
-120.45,34.94
-122.16,37.42
-117.23,33.2
-117.85,33.79
-114.98,33.82
-119.27,35.49
-118.36,33.81
-120.65,37.33
-118.37,33.91
-118.33,34.0
-118.28,34.0
-122.07,37.91
-120.87,41.54
-118.22,33.97
-122.09,37.67
-117.7,34.06
-118.27,34.11
-117.26,32.81
-118.0,34.16
-118.28,33.99
-122.05,37.9
-122.32,37.69
-118.56,34.23
-118.35,34.04
-118.91,35.3
-118.3,33.75
-118.32,34.1
-119.34,36.33
-118.27,33.86
-120.46,37.3
-118.58,34.21
-122.68,38.4
-122.11,37.64
-121.81,38.01
-119.21,34.19
-119.02,35.33
-117.96,34.48
-121.32,38.59
-119.68,37.35
-117.63,34.08
-118.29,34.04
-121.62,39.13
-117.97,34.14
-122.68,38.43
-122.04,37.99
-118.25,34.23
-114.57,33.57
-117.3,34.53
-120.01,38.93
-122.32,38.01
-122.01,37.56
-118.51,34.04
-121.85,37.25
-121.04,38.95
-118.37,34.22
-122.25,38.1
-120.84,37.05
-117.44,34.45
-119.99,38.94
-118.32,33.95
-118.07,33.91
-118.23,33.95
-122.01,38.36
-120.69,35.64
-120.85,37.51
-117.3,34.54
-117.02,34.89
-117.92,33.62
-120.7,35.31
-122.39,37.79
-117.08,32.61
-121.0,39.75
-121.41,38.64
-121.06,37.86
-120.76,37.44
-122.91,39.07
-122.29,37.9
-119.79,36.83
-122.16,38.07
-117.06,32.66
-118.08,34.58
-124.08,40.99
-117.93,33.63
-122.01,38.25
-122.3,37.9
-122.48,37.76
-118.25,33.98
-117.84,34.04
-121.35,37.97
-120.65,35.27
-117.86,33.73
-118.08,33.94
-121.95,37.28
-121.9,37.45
-120.46,37.65
-118.02,34.08
-122.61,38.93
-121.5,38.49
-119.96,38.94
-124.14,40.58
-117.72,33.53
-117.1,32.75
-121.83,38.0
-120.99,39.13
-122.07,37.39
-117.09,32.76
-117.82,33.76
-122.99,39.02
-122.13,37.76
-121.41,38.53
-119.69,36.75
-117.73,33.57
-121.97,37.79
-122.21,37.83
-119.79,36.55
-116.33,34.15
-118.19,33.86
-117.15,32.76
-122.51,37.92
-118.39,33.86
-122.45,37.71
-117.85,33.79
-117.89,34.1
-118.08,33.91
-120.42,34.89
-118.35,34.11
-120.64,37.2
-118.51,34.21
-117.96,34.14
-118.31,33.96
-120.25,37.23
-118.28,33.84
-121.78,40.12
-117.58,33.85
-122.32,37.55
-121.4,38.59
-117.25,32.83
-117.04,32.6
-119.78,36.65
-122.13,38.02
-118.53,34.45
-117.99,33.71
-121.9,37.29
-121.8,37.32
-118.32,33.9
-118.63,34.11
-118.35,34.1
-121.59,39.1
-116.87,33.94
-118.38,34.06
-119.53,36.65
-122.2,37.77
-118.01,33.77
-118.47,34.03
-117.97,33.73
-119.38,36.55
-121.91,36.59
-117.07,32.81
-118.29,33.95
-121.92,37.27
-118.36,33.91
-120.19,36.61
-117.19,32.83
-121.99,37.4
-117.87,33.61
-119.03,35.36
-118.03,33.93
-118.07,33.73
-117.91,33.6
-117.07,32.76
-118.25,33.87
-119.34,36.22
-121.91,36.62
-118.24,34.08
-117.25,33.37
-121.8,37.32
-118.03,34.14
-122.31,37.58
-121.27,37.93
-118.44,34.24
-117.36,34.1
-118.44,34.27
-122.03,37.54
-117.23,32.87
-122.09,37.37
-117.24,32.79
-122.34,37.55
-118.38,34.04
-117.97,33.68
-122.22,37.82
-120.34,38.25
-118.44,34.03
-118.41,34.29
-117.88,33.89
-119.77,36.84
-120.04,34.72
-119.63,34.42
-121.36,36.81
-117.17,32.81
-118.56,34.2
-121.72,36.81
-117.13,32.92
-121.11,41.07
-122.04,37.99
-117.6,34.02
-118.2,34.07
-118.23,34.09
-118.23,34.21
-122.14,37.85
-122.23,37.88
-121.37,38.68
-120.42,34.91
-119.81,34.47
-118.21,34.2
-121.98,37.24
-118.82,34.15
-121.93,37.74
-117.2,33.71
-122.37,37.93
-122.02,37.4
-122.34,40.57
-117.09,32.65
-119.57,36.27
-120.84,37.51
-118.32,34.17
-118.2,33.93
-118.55,34.39
-121.37,38.69
-122.28,37.85
-119.3,34.29
-122.01,37.35
-117.88,33.85
-121.4,38.49
-118.32,34.01
-120.67,35.62
-122.09,37.66
-120.43,36.99
-121.82,37.27
-122.54,37.9
-118.31,33.95
-121.42,37.73
-119.0,35.35
-121.71,37.99
-117.93,33.85
-118.34,34.1
-118.15,34.04
-118.24,33.96
-117.49,34.04
-116.97,32.65
-118.0,34.12
-118.32,34.19
-118.64,34.25
-117.84,33.89
-122.04,39.72
-117.3,34.15
-118.1,33.83
-122.02,37.98
-118.01,35.12
-120.99,37.62
-118.15,33.76
-117.08,32.73
-122.03,37.95
-120.97,37.66
-119.28,35.99
-117.02,32.79
-117.31,34.5
-118.33,33.96
-119.79,36.77
-118.39,34.08
-117.7,33.62
-118.36,34.21
-123.8,39.44
-117.9,33.66
-117.76,33.88
-121.22,37.8
-122.44,37.77
-120.98,39.93
-122.08,37.63
-122.29,37.54
-119.8,36.8
-118.18,34.03
-117.67,35.65
-118.15,33.87
-122.21,37.78
-117.97,33.74
-118.4,34.18
-121.45,38.63
-121.59,39.78
-121.82,39.76
-121.94,38.35
-118.07,33.97
-117.76,34.04
-119.93,36.32
-118.19,33.77
-121.32,36.43
-122.74,38.42
-119.25,34.3
-118.34,33.9
-122.18,40.02
-117.89,33.71
-121.37,38.01
-121.85,37.34
-122.3,38.25
-122.48,37.57
-119.14,34.28
-118.32,34.03
-121.35,38.03
-122.74,38.47
-119.27,34.29
-117.17,32.82
-117.11,32.69
-122.42,37.8
-117.8,34.03
-119.98,36.74
-117.11,32.58
-121.74,36.92
-121.26,38.68
-122.22,37.79
-117.21,34.11
-122.27,40.39
-117.31,33.24
-118.36,34.07
-117.2,34.46
-118.23,33.91
-120.27,39.35
-118.3,34.09
-118.16,33.89
-121.64,37.14
-119.64,36.33
-118.34,33.99
-117.93,34.06
-121.03,37.66
-117.67,33.67
-121.55,38.51
-117.84,33.64
-122.81,38.54
-122.16,37.7
-118.07,34.0
-117.96,33.82
-121.97,36.96
-117.83,33.66
-117.32,33.22
-116.91,32.81
-118.01,33.81
-118.24,33.95
-118.18,33.86
-124.17,40.62
-118.31,34.02
-118.27,33.99
-121.38,38.41
-122.27,37.78
-122.1,37.66
-122.08,37.58
-121.99,37.56
-122.53,37.94
-117.22,32.86
-122.01,37.32
-117.96,33.99
-118.06,34.08
-119.78,34.45
-122.17,37.75
-118.36,34.19
-120.87,37.07
-120.61,35.1
-117.84,33.9
-122.02,37.38
-118.39,34.21
-121.68,37.0
-122.07,37.39
-117.88,33.73
-119.45,35.16
-117.75,34.01
-117.08,32.63
-120.15,39.17
-120.78,38.72
-117.09,32.72
-122.62,37.85
-124.07,40.87
-118.32,33.85
-122.35,37.96
-121.23,39.27
-117.23,32.8
-117.92,33.61
-117.22,34.44
-118.25,34.0
-118.15,33.93
-118.36,34.04
-120.09,36.95
-120.6,35.12
-116.97,33.94
-119.04,35.32
-118.27,33.95
-118.3,34.18
-120.53,39.79
-122.64,38.96
-121.75,39.88
-120.64,35.15
-118.11,33.75
-116.0,34.12
-118.18,33.82
-116.55,33.84
-118.35,34.04
-122.28,37.89
-121.92,36.63
-117.23,33.09
-117.73,34.09
-122.17,39.94
-122.03,37.99
-118.25,33.97
-118.14,34.02
-117.81,33.79
-121.97,37.64
-117.86,33.75
-122.42,37.75
-117.52,33.84
-117.37,34.0
-118.1,33.84
-121.67,40.61
-118.55,34.44
-118.04,33.81
-121.38,36.84
-117.93,33.84
-118.92,35.26
-122.44,37.77
-118.09,34.15
-122.48,37.67
-119.03,35.39
-122.41,37.75
-118.18,34.14
-118.16,33.84
-121.93,37.4
-118.43,33.9
-118.37,33.84
-122.38,37.76
-122.19,37.44
-122.09,37.65
-117.21,34.13
-118.36,34.04
-116.95,33.31
-118.01,33.92
-122.27,37.89
-117.22,33.66
-124.18,40.78
-122.37,40.55
-119.73,36.77
-118.84,34.22
-122.49,38.32
-117.07,32.74
-118.14,33.89
-123.79,39.44
-121.79,37.66
-117.94,33.86
-122.52,37.98
-117.7,34.05
-119.55,36.72
-118.46,34.05
-119.66,36.3
-122.27,37.85
-118.33,33.89
-120.43,35.17
-118.34,33.99
-121.89,37.34
-121.5,38.57
-122.4,37.62
-121.91,36.61
-117.06,34.0
-122.21,37.49
-116.4,33.78
-118.39,33.86
-121.29,38.59
-118.1,34.16
-116.99,32.72
-122.04,37.96
-118.31,33.8
-118.01,34.09
-118.3,34.11
-117.12,32.78
-121.32,38.66
-121.38,38.61
-123.0,38.33
-122.27,37.85
-118.2,33.89
-118.2,34.14
-122.23,37.82
-119.79,36.74
-121.91,36.99
-118.41,33.92
-121.58,38.81
-121.84,39.76
-118.2,34.06
-117.74,34.02
-118.45,34.23
-118.43,34.21
-122.33,37.55
-120.44,34.96
-121.03,39.26
-121.62,36.68
-115.6,32.87
-117.65,34.07
-119.01,35.35
-118.35,33.88
-118.29,33.98
-116.86,32.87
-122.19,39.92
-117.68,34.04
-117.69,33.58
-117.92,33.65
-118.19,34.04
-118.8,34.19
-117.85,33.9
-118.26,33.91
-121.28,38.11
-118.13,34.2
-118.12,33.81
-115.56,32.79
-117.58,33.92
-118.52,34.21
-119.01,35.28
-122.27,37.82
-117.01,32.7
-121.55,37.37
-122.18,37.77
-118.12,34.18
-119.71,36.83
-119.67,37.27
-121.88,37.34
-121.27,38.75
-121.36,38.63
-121.78,37.68
-118.38,34.58
-120.79,37.49
-116.92,32.82
-118.13,34.1
-117.99,33.8
-117.21,33.02
-118.04,33.83
-120.64,40.41
-117.96,33.78
-121.96,37.85
-121.24,37.81
-121.36,38.66
-120.6,38.76
-118.18,34.13
-122.16,39.74
-121.8,38.68
-117.9,33.72
-117.33,34.03
-122.48,37.72
-118.3,34.03
-122.18,37.73
-117.99,33.89
-117.13,32.7
-117.64,34.08
-118.46,33.98
-122.31,38.0
-118.49,34.07
-118.0,33.97
-118.43,34.16
-122.87,38.61
-118.96,35.37
-117.13,32.75
-117.62,34.02
-117.38,33.14
-121.73,38.54
-121.41,38.59
-117.87,33.84
-123.11,39.32
-118.29,34.01
-117.94,33.88
-121.0,37.65
-118.18,33.8
-115.41,32.99
-121.58,39.16
-121.56,39.01
-117.38,33.94
-117.03,32.71
-117.24,32.85
-118.31,34.01
-120.06,39.09
-122.13,37.46
-117.32,34.19
-121.87,37.29
-122.28,37.87
-122.31,40.75
-122.33,37.89
-117.7,33.6
-118.04,33.99
-116.31,33.73
-121.31,38.03
-124.07,40.81
-122.11,37.39
-122.42,37.78
-123.22,39.15
-118.2,33.8
-118.29,33.79
-117.38,33.19
-122.02,37.94
-119.8,36.02
-118.1,34.01
-118.99,35.36
-122.34,37.94
-119.07,35.42
-117.94,33.76
-117.96,34.71
-118.29,34.03
-117.11,33.23
-121.28,38.71
-121.43,37.75
-121.88,38.01
-117.7,33.62
-121.13,37.73
-115.51,32.99
-118.55,34.23
-117.15,32.75
-117.84,34.11
-117.81,33.74
-118.49,34.03
-120.98,37.64
-118.45,34.0
-121.75,37.35
-117.77,33.88
-118.35,34.08
-122.58,37.98
-121.99,38.35
-120.45,37.32
-118.2,33.99
-117.16,32.74
-118.1,34.7
-118.68,34.27
-121.93,36.59
-118.44,34.28
-122.49,37.73
-121.95,37.26
-120.12,34.6
-121.33,38.65
-122.26,37.87
-121.86,37.41
-121.36,38.62
-124.06,40.88
-118.31,34.06
-121.07,39.09
-117.42,34.0
-117.29,33.05
-122.71,38.42
-117.04,32.79
-121.73,38.0
-121.42,38.61
-118.41,33.97
-117.74,33.61
-118.2,34.02
-116.05,33.33
-122.41,37.65
-122.44,38.57
-118.39,34.2
-117.16,32.78
-117.23,33.1
-117.16,32.71
-121.48,38.52
-117.99,33.72
-118.32,34.06
-118.28,33.97
-121.96,37.71
-122.05,37.94
-117.89,33.88
-122.43,37.74
-120.84,38.77
-118.17,34.03
-120.65,35.48
-118.4,34.06
-119.85,36.74
-119.85,36.82
-116.49,33.8
-117.65,33.65
-118.35,33.95
-121.45,38.69
-124.09,40.88
-122.02,37.35
-117.98,33.89
-118.43,34.04
-118.07,34.16
-118.46,33.98
-117.23,32.73
-117.06,32.71
-118.51,34.29
-123.25,38.54
-122.11,37.67
-117.98,34.07
-121.73,36.85
-121.77,38.67
-118.37,34.21
-118.12,34.08
-118.08,33.98
-118.0,33.77
-117.07,32.61
-122.12,37.38
-119.94,38.96
-118.21,33.91
-121.64,36.7
-116.95,33.74
-119.06,35.32
-117.63,33.38
-117.71,34.07
-116.14,34.45
-117.95,33.83
-118.13,34.08
-122.47,37.85
-121.38,38.66
-121.09,37.67
-121.46,38.58
-119.01,35.32
-121.46,38.68
-122.31,38.27
-118.14,33.79
-117.88,33.89
-122.67,38.43
-117.08,32.59
-116.88,32.86
-124.15,40.59
-118.77,34.27
-117.05,32.78
-122.14,37.71
-118.25,33.94
-122.17,37.78
-118.35,34.0
-118.35,34.06
-117.68,35.6
-117.61,34.08
-122.23,37.76
-117.14,33.07
-122.04,37.32
-118.45,34.0
-118.35,34.15
-117.34,34.46
-119.74,36.72
-118.1,34.16
-119.79,36.79
-121.19,38.95
-118.74,34.28
-120.98,39.08
-122.43,37.74
-117.04,32.8
-119.75,36.74
-122.21,37.43
-122.63,38.94
-116.06,34.2
-122.14,37.73
-119.7,34.42
-120.44,34.96
-122.4,40.58
-117.86,33.74
-117.61,34.1
-122.0,37.97
-118.44,34.2
-117.91,34.11
-118.37,34.43
-117.72,33.43
-118.14,33.77
-122.2,37.44
-117.6,33.94
-119.79,36.85
-118.35,34.06
-122.27,37.79
-118.41,35.63
-122.56,38.03
-118.19,34.12
-121.15,38.69
-118.38,34.25
-120.57,34.96
-118.16,33.92
-117.61,33.43
-117.91,33.61
-121.96,37.39
-117.89,33.82
-118.42,33.99
-117.27,32.84
-121.42,38.65
-121.98,37.8
-119.31,34.38
-122.07,37.86
-117.81,33.81
-117.67,33.51
-116.98,32.75
-117.57,34.15
-122.43,37.73
-122.75,38.46
-117.66,34.05
-116.01,33.41
-122.08,37.62
-121.24,38.75
-117.77,34.07
-118.41,34.24
-121.44,37.7
-117.18,32.69
-118.32,34.06
-118.54,34.06
-118.53,34.17
-118.27,34.18
-120.79,37.43
-118.18,33.77
-118.31,34.08
-118.31,34.26
-117.14,32.8
-122.38,37.59
-122.25,37.82
-117.08,32.7
-121.3,38.58
-122.12,37.89
-118.3,33.98
-118.02,34.11
-118.19,34.06
-117.92,33.87
-118.98,35.38
-117.13,32.8
-122.21,37.48
-122.49,37.5
-122.18,37.44
-115.55,32.79
-116.9,33.65
-122.11,37.37
-117.22,32.82
-118.33,33.9
-117.88,33.75
-122.75,38.54
-121.34,38.64
-118.16,33.78
-118.24,34.21
-122.09,37.69
-122.1,37.65
-122.01,37.98
-120.09,34.61
-120.59,37.39
-117.9,33.8
-121.16,38.67
-118.1,33.83
-117.14,32.76
-122.42,37.75
-120.35,36.14
-119.06,35.36
-118.2,34.21
-118.31,33.96
-118.35,34.17
-118.63,34.18
-118.07,33.88
-119.33,36.31
-117.09,32.99
-122.25,37.83
-118.21,34.07
-122.24,37.82
-121.8,37.35
-122.09,37.67
-118.08,33.84
-118.43,34.15
-122.37,40.54
-121.82,37.25
-121.39,38.58
-117.95,33.9
-117.9,33.93
-122.18,37.9
-118.15,33.78
-118.21,33.92
-117.13,32.98
-121.12,38.0
-117.94,33.77
-119.99,38.93
-122.12,37.09
-118.48,34.25
-123.52,41.01
-121.93,37.66
-117.25,32.74
-118.28,34.11
-122.46,37.88
-118.19,33.91
-118.31,34.1
